id,weight
1,158
2,261
3,197
4,145
5,210
6,237
7,205
8,108
9,202
10,181
11,120
12,139
13,288
14,235
15,276
16,104
17,283
18,283
19,253
20,171
21,217
22,267
23,162
24,187
25,128
26,286
27,262
28,236
29,265
30,281
31,116
32,188
33,260
34,185
35,247
36,203
37,127
38,264
39,167
40,118
41,294
42,175
43,171
44,241
45,266
46,196
47,260
48,102
49,235
50,125
51,152
52,214
53,168
54,219
55,178
56,234
57,290
58,147
59,251
60,175
61,252
62,131
63,236
64,264
65,152
66,178
67,233
68,102
69,259
70,265
71,247
72,203
73,122
74,255
75,172
76,282
77,262
78,224
79,166
80,167
81,144
82,210
83,163
84,231
85,155
86,181
87,206
88,197
89,219
90,120
91,179
92,224
93,121
94,134
95,156
96,132
97,244
98,258
99,285
100,213
101,226
102,109
103,201
104,213
105,107
106,126
107,105
108,175
109,157
110,182
111,298
112,208
113,261
114,158
115,253
116,254
117,123
118,294
119,206
120,211
121,139
122,272
123,269
124,177
125,165
126,272
127,116
128,101
129,111
130,109
131,161
132,163
133,268
134,150
135,203
136,256
137,163
138,234
139,140
140,231
141,233
142,163
143,100
144,241
145,162
146,143
147,223
148,101
149,207
150,286
151,147
152,161
153,249
154,236
155,100
156,177
157,186
158,198
159,295
160,169
161,267
162,187
163,252
164,211
165,198
166,232
167,199
168,168
169,265
170,122
171,103
172,132
173,196
174,234
175,103
176,116
177,279
178,168
179,252
180,284
181,254
182,228
183,118
184,139
185,221
186,124
187,173
188,149
189,196
190,224
191,288
192,240
193,113
194,188
195,246
196,298
197,290
198,160
199,105
200,254
201,207
202,271
203,271
204,248
205,173
206,293
207,220
208,228
209,298
210,172
211,270
212,167
213,262
214,263
215,180
216,119
217,268
218,204
219,221
220,238
221,154
222,226
223,299
224,287
225,156
226,269
227,269
228,280
229,185
230,213
231,192
232,167
233,173
234,125
235,283
236,194
237,186
238,166
239,170
240,188
241,216
242,195
243,228
244,273
245,279
246,159
247,270
248,227
249,171
250,105
251,142
252,217
253,116
254,258
255,131
256,135
257,174
258,151
259,109
260,270
261,142
262,142
263,140
264,130
265,231
266,142
267,120
268,103
269,101
270,263
271,266
272,177
273,285
274,143
275,223
276,124
277,287
278,167
279,264
280,195
281,281
282,129
283,173
284,216
285,202
286,224
287,171
288,282
289,127
290,191
291,174
292,290
293,135
294,174
295,261
296,163
297,162
298,156
299,287
300,149
301,121
302,132
303,205
304,118
305,276
306,282
307,249
308,250
309,237
310,192
311,128
312,100
313,294
314,282
315,119
316,234
317,275
318,100
319,288
320,142
321,220
322,183
323,219
324,220
325,253
326,135
327,102
328,225
329,291
330,101
331,289
332,163
333,118
334,176
335,166
336,250
337,107
338,281
339,174
340,254
341,217
342,286
343,231
344,109
345,157
346,224
347,197
348,290
349,197
350,108
351,206
352,273
353,150
354,177
355,163
356,129
357,266
358,274
359,180
360,231
361,147
362,169
363,259
364,235
365,196
366,203
367,212
368,123
369,267
370,241
371,199
372,203
373,238
374,207
375,187
376,231
377,114
378,254
379,190
380,296
381,299
382,100
383,224
384,213
385,275
386,141
387,118
388,268
389,212
390,253
391,126
392,184
393,181
394,237
395,129
396,126
397,151
398,104
399,156
400,296
401,262
402,139
403,150
404,118
405,102
406,109
407,204
408,143
409,204
410,138
411,179
412,143
413,272
414,102
415,167
416,272
417,108
418,164
419,280
420,238
421,170
422,295
423,198
424,114
425,284
426,130
427,126
428,105
429,220
430,113
431,149
432,239
433,245
434,241
435,173
436,283
437,279
438,204
439,114
440,279
441,114
442,133
443,291
444,113
445,259
446,114
447,222
448,262
449,198
450,157
451,184
452,295
453,110
454,259
455,125
456,232
457,143
458,232
459,189
460,298
461,230
462,160
463,282
464,128
465,161
466,149
467,268
468,123
469,243
470,107
471,260
472,283
473,192
474,201
475,148
476,156
477,255
478,203
479,107
480,222
481,182
482,185
483,267
484,284
485,134
486,295
487,273
488,272
489,114
490,104
491,184
492,173
493,127
494,132
495,117
496,106
497,277
498,239
499,169
500,131
501,161
502,234
503,255
504,195
505,104
506,225
507,162
508,185
509,260
510,199
511,254
512,107
513,118
514,117
515,267
516,166
517,126
518,252
519,120
520,164
521,283
522,130
523,119
524,175
525,136
526,229
527,221
528,160
529,258
530,169
531,148
532,146
533,299
534,263
535,137
536,159
537,224
538,248
539,282
540,295
541,209
542,128
543,121
544,256
545,113
546,237
547,221
548,100
549,221
550,120
551,116
552,152
553,211
554,242
555,285
556,247
557,126
558,288
559,209
560,145
561,282
562,124
563,223
564,210
565,134
566,100
567,195
568,225
569,213
570,236
571,221
572,248
573,180
574,197
575,119
576,178
577,236
578,151
579,272
580,146
581,108
582,197
583,129
584,271
585,118
586,294
587,142
588,110
589,285
590,199
591,109
592,224
593,260
594,293
595,293
596,292
597,284
598,191
599,221
600,158
601,129
602,300
603,292
604,290
605,188
606,296
607,137
608,143
609,248
610,184
611,278
612,148
613,197
614,116
615,170
616,117
617,260
618,261
619,125
620,197
621,192
622,210
623,157
624,140
625,106
626,251
627,170
628,216
629,298
630,234
631,162
632,247
633,115
634,115
635,109
636,165
637,102
638,220
639,294
640,257
641,182
642,141
643,135
644,222
645,295
646,100
647,107
648,154
649,212
650,140
651,244
652,229
653,125
654,276
655,219
656,152
657,207
658,232
659,288
660,164
661,135
662,283
663,145
664,250
665,189
666,163
667,215
668,272
669,221
670,265
671,237
672,284
673,200
674,170
675,138
676,154
677,247
678,151
679,269
680,141
681,145
682,197
683,233
684,117
685,178
686,175
687,197
688,107
689,274
690,143
691,284
692,167
693,194
694,239
695,197
696,258
697,291
698,160
699,266
700,295
701,178
702,274
703,160
704,137
705,223
706,114
707,244
708,198
709,215
710,135
711,239
712,218
713,221
714,220
715,199
716,199
717,235
718,178
719,224
720,236
721,238
722,167
