id,id_seller,id_weight,name,description,price,photo_url
1,1,1,Cakalang,Laudantium hic architecto dignissimos quis consequuntur architecto cumque officiis quas dignissimos maxime.,19299,https://placekitten.com/640/480
2,2,2,Teri,Blanditiis assumenda culpa quis iusto veritatis pariatur consectetur nulla eius.,31727,https://placekitten.com/640/480
3,3,3,Cakalang,Illo distinctio iure labore voluptatem placeat quis laboriosam non nam.,20747,https://placekitten.com/640/480
4,4,4,Baronang,Esse libero quia atque cum optio quas nemo reprehenderit soluta eveniet excepturi.,16825,https://placekitten.com/640/480
5,5,5,Sotong,Inventore earum aliquid perferendis amet molestias consequatur error alias in aut.,19752,https://picsum.photos/640/480
6,6,6,Kepiting Bakau,Blanditiis necessitatibus non reprehenderit placeat quisquam temporibus quidem ad enim odio.,17485,https://dummyimage.com/640x480
7,7,7,Tuna,Perferendis repellendus libero omnis aliquid laboriosam consequuntur possimus ducimus.,24986,https://placekitten.com/640/480
8,8,8,Kembung,Optio veniam maiores iure debitis quisquam deleniti officia.,20156,https://dummyimage.com/640x480
9,9,9,Tongkol,Earum deleniti ipsum consectetur mollitia provident earum harum nostrum consequatur placeat quidem quam.,31161,https://dummyimage.com/640x480
10,10,10,Bawal,Delectus excepturi esse culpa iusto quasi amet aliquid.,21041,https://dummyimage.com/640x480
11,11,11,Patin,Quasi dignissimos nam rerum rerum commodi maiores soluta aperiam pariatur temporibus illum facilis eligendi voluptate.,19761,https://dummyimage.com/640x480
12,12,12,Kembung,Ducimus cumque nesciunt odit corporis blanditiis quisquam nostrum sed nemo.,19208,https://dummyimage.com/640x480
13,13,13,Kepiting Bakau,Vitae iusto assumenda corrupti error rem porro molestiae aperiam nobis dicta harum.,16896,https://placekitten.com/640/480
14,14,14,Layang,Excepturi modi dolores commodi aperiam temporibus commodi rem aperiam molestiae ex ipsa doloribus.,19722,https://picsum.photos/640/480
15,15,15,Baronang,Quam deleniti eveniet odit numquam temporibus laboriosam incidunt dolore alias.,26501,https://picsum.photos/640/480
16,16,16,Layang,Sed cupiditate earum sapiente qui quisquam quo eveniet blanditiis tempore dolores.,20529,https://placekitten.com/640/480
17,17,17,Patin,Ut at repudiandae dolorem delectus eveniet officia eaque itaque dicta iure rem eos praesentium.,22014,https://picsum.photos/640/480
18,18,18,Patin,Quasi enim odit velit blanditiis minus eius temporibus quae amet sapiente quisquam hic.,23737,https://picsum.photos/640/480
19,19,19,Gurame,Voluptates totam iste fugiat cupiditate maiores dolorem saepe magnam nemo ex.,19428,https://picsum.photos/640/480
20,20,20,Udang Windu,Assumenda fuga consectetur occaecati molestiae officia suscipit quo aperiam aliquid error velit reiciendis magnam.,31345,https://dummyimage.com/640x480
21,21,21,Belanak,Doloribus nemo harum facere quis explicabo suscipit.,26241,https://dummyimage.com/640x480
22,22,22,Baronang,Quo soluta in natus ex repellat doloremque soluta alias sit.,27326,https://picsum.photos/640/480
23,23,23,Belanak,Porro iusto incidunt neque unde fugit laboriosam molestiae voluptatem assumenda fuga eum adipisci.,29704,https://dummyimage.com/640x480
24,24,24,Layang,Temporibus modi repudiandae cupiditate adipisci pariatur optio eveniet.,34428,https://picsum.photos/640/480
25,25,25,Gurame,Distinctio itaque sed vel eos.,25531,https://dummyimage.com/640x480
26,26,26,Teri,Qui aliquid veritatis sapiente dicta doloribus delectus quidem voluptatum reiciendis eligendi.,16135,https://picsum.photos/640/480
27,27,27,Kembung,Omnis adipisci architecto delectus alias error minus nesciunt dolore earum modi nam exercitationem rerum commodi.,26919,https://dummyimage.com/640x480
28,28,28,Layang,Suscipit doloribus consequuntur ut esse quibusdam.,25170,https://dummyimage.com/640x480
29,29,29,Teri,Dolorum nisi optio voluptas velit modi saepe perferendis ipsam.,21316,https://picsum.photos/640/480
30,30,30,Kerapu,Quia ex necessitatibus veniam ullam quibusdam vero aliquid tenetur vitae voluptates omnis impedit in eligendi.,32415,https://picsum.photos/640/480
31,31,31,Cumi-cumi,Eum omnis ipsam a reiciendis.,29386,https://picsum.photos/640/480
32,32,32,Belanak,Dolorem mollitia sint deserunt iste ipsa similique culpa architecto numquam reprehenderit error repellendus.,27757,https://dummyimage.com/640x480
33,33,33,Udang Vaname,Aut odio enim tenetur in sapiente.,24163,https://dummyimage.com/640x480
34,34,34,Kerapu,Earum temporibus possimus quibusdam voluptas alias explicabo expedita.,28144,https://picsum.photos/640/480
35,35,35,Sarden,Non nemo est ducimus ratione atque molestias laboriosam iste possimus voluptate fugiat porro quaerat error veritatis fugiat.,33411,https://placekitten.com/640/480
36,36,36,Patin,Quasi officiis doloribus unde odio voluptatibus incidunt atque quos illum architecto deserunt unde quisquam nisi ut aperiam non autem.,33869,https://picsum.photos/640/480
37,37,37,Baronang,Aut neque mollitia possimus quibusdam laboriosam eligendi totam adipisci.,22525,https://picsum.photos/640/480
38,38,38,Salmon,Ex deserunt labore doloremque laudantium dolorum pariatur repudiandae.,26061,https://placekitten.com/640/480
39,39,39,Sarden,Iusto quaerat dicta explicabo id nobis quis placeat ut eligendi veritatis.,31262,https://dummyimage.com/640x480
40,40,40,Belanak,Occaecati aliquid ab enim quam nihil eos sit nemo commodi qui veniam eum ratione ex.,19616,https://picsum.photos/640/480
41,41,41,Selar,Veniam quo iure ab quia consectetur.,26351,https://placekitten.com/640/480
42,42,42,Salmon,Officiis iusto similique accusantium eum recusandae vero nam soluta voluptate laborum.,29394,https://dummyimage.com/640x480
43,43,43,Kembung,Harum dolorem tenetur voluptatibus delectus voluptatibus doloremque asperiores repellat ducimus itaque labore.,25347,https://placekitten.com/640/480
44,44,44,Kepiting Bakau,Deserunt laboriosam tempora maiores non atque.,22813,https://picsum.photos/640/480
45,45,45,Cumi-cumi,Modi nihil similique fuga aspernatur doloribus.,29984,https://picsum.photos/640/480
46,46,46,Bandeng,Quibusdam commodi aliquid in illo minima molestias maiores.,29724,https://dummyimage.com/640x480
47,47,47,Teri,Eos sed provident dolores necessitatibus facilis.,21792,https://dummyimage.com/640x480
48,48,48,Kerapu,At adipisci ut aperiam error porro eos voluptatibus ex dolore ducimus ratione praesentium assumenda deserunt sunt labore odit.,31907,https://picsum.photos/640/480
49,49,49,Kepiting Bakau,Illum iusto sunt voluptatem accusamus autem corrupti in iure debitis velit totam quibusdam odit.,34666,https://picsum.photos/640/480
50,50,50,Teri,Quis sed nobis ducimus ipsa ipsam a assumenda accusamus fuga dicta occaecati.,30951,https://dummyimage.com/640x480
51,51,51,Teri,Quod laborum unde adipisci mollitia accusantium laboriosam quam voluptatem pariatur.,23187,https://placekitten.com/640/480
52,52,52,Bandeng,Optio exercitationem delectus sunt quidem harum harum ea recusandae eius.,28873,https://picsum.photos/640/480
53,53,53,Udang Vaname,Placeat adipisci non et non corporis repellendus voluptatum ab officiis sunt sint ipsum.,24015,https://placekitten.com/640/480
54,54,54,Belanak,Error quas eveniet deserunt soluta.,28309,https://placekitten.com/640/480
55,55,55,Salmon,Deserunt in sunt dolor temporibus corrupti sed quam.,32264,https://placekitten.com/640/480
56,56,56,Gurame,Optio qui praesentium odit voluptatibus iusto at.,27919,https://dummyimage.com/640x480
57,57,57,Belanak,Saepe quod ea saepe illo ducimus possimus voluptates accusantium.,25280,https://dummyimage.com/640x480
58,58,58,Udang Windu,Temporibus in occaecati mollitia architecto cumque autem dolor exercitationem vitae maiores dolorem.,29901,https://dummyimage.com/640x480
59,59,59,Selar,Commodi alias molestiae facere corrupti eveniet.,17174,https://placekitten.com/640/480
60,60,60,Belanak,Nam facere ipsum mollitia dignissimos harum aperiam hic reprehenderit labore.,26650,https://picsum.photos/640/480
61,61,61,Belanak,Libero et odio error ipsum nemo vel soluta neque amet maiores voluptate dolorem commodi distinctio voluptas similique vel.,16811,https://placekitten.com/640/480
62,62,62,Sotong,Provident quisquam repudiandae libero cupiditate vero autem quisquam quos nisi veritatis quaerat pariatur vel occaecati dolorum inventore.,15107,https://picsum.photos/640/480
63,63,63,Gurame,Porro incidunt velit unde ex facere laudantium reprehenderit cumque labore perferendis.,26488,https://picsum.photos/640/480
64,64,64,Rajungan,Explicabo vero ad sint maxime vel minima eveniet quam voluptatibus dicta quae.,24596,https://placekitten.com/640/480
65,65,65,Belanak,Distinctio voluptatum quis asperiores asperiores assumenda a eum vero minima fugit aut esse iusto.,25159,https://dummyimage.com/640x480
66,66,66,Salmon,Possimus sit doloribus minima sunt assumenda in assumenda deserunt.,19259,https://dummyimage.com/640x480
67,67,67,Teri,A illum ducimus alias repellendus autem magni at officiis soluta nesciunt.,28380,https://dummyimage.com/640x480
68,68,68,Patin,Cumque aperiam laudantium voluptates consequuntur atque quasi architecto.,22325,https://placekitten.com/640/480
69,69,69,Layang,Exercitationem blanditiis cum dicta vitae sed sequi nesciunt quasi quo praesentium optio harum occaecati debitis aperiam aperiam nobis.,27892,https://placekitten.com/640/480
