id,weight
1,148
2,262
3,120
4,204
5,187
6,158
7,274
8,104
9,106
10,200
11,118
12,123
13,143
14,273
15,184
16,255
17,250
18,259
19,260
20,182
21,213
22,258
23,214
24,278
25,144
26,163
27,177
28,118
29,112
30,152
31,158
32,133
33,176
34,137
35,113
36,246
37,270
38,138
39,210
40,102
41,167
42,104
43,117
44,191
45,141
46,213
47,256
48,171
49,298
50,215
51,278
52,175
53,122
54,290
55,101
56,131
57,290
58,154
59,165
60,184
61,202
62,183
63,132
64,165
65,231
66,229
67,156
68,147
69,267
70,129
71,134
72,294
73,190
74,279
75,127
76,186
77,180
78,276
79,152
80,217
81,269
82,275
83,200
84,124
85,254
86,156
87,273
88,278
89,113
90,212
91,157
92,176
93,285
94,144
95,270
96,226
97,230
98,111
99,206
100,175
